,date,total,price,condition,movement,case material,band material,model,listingType,start,url
328,2019-04-16,2372.0,2353.0,pre-owned,NULL,18kt Yellow Gold,NULL,Rolex President,Auction,2019-04-06,http://www.ebay.com/itm/vintage-18k-gold-rolex-oyster-perpetual-automatic-6564-watch-34mm-/192882847128
329,2019-04-16,4555.0,4555.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,2019-04-09,http://www.ebay.com/itm/rolex-oyster-perpetual-39-114300-black-smooth-steel-39mm-/192885684410
330,2019-04-16,2881.0,2851.0,pre-owned,Mechanical (Automatic),18kt Yellow Gold,NULL,Rolex President,Auction,2019-04-09,http://www.ebay.com/itm/solid-gold-rolex-ladies-watch-18ct-rolex-oyster-perpetual-datejust-watch-c1979-/254194636204
331,2019-04-16,5192.0,5192.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,NULL,FixedPrice,2019-04-02,http://www.ebay.com/itm/mint-papers-rolex-explorer-black-36mm-114270-y-serial-steel-black-arabic-watch-/303115250952
332,2019-04-16,6800.0,6750.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Milgaus,FixedPrice,2019-04-16,http://www.ebay.com/itm/rolex-milgauss-116400gv-z-blue-/264286297618
333,2019-04-16,4899.0,4899.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2018-03-22,http://www.ebay.com/itm/rolex-mens-datejust-watch-s-steel-18k-white-gold-green-diamond-emerald-dial-/253512648954
334,2019-04-16,4750.0,4750.0,pre-owned,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,2019-04-11,http://www.ebay.com/itm/rolex-mens-18k-president-1803-day-date-watch-w-generic-strap-c-1969-/392274971392
335,2019-04-16,6750.0,6750.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-16,http://www.ebay.com/itm/rolex-milgauss-116400gv-z-blue-/254201931078
336,2019-04-16,3900.0,3900.0,pre-owned,Mechanical (Automatic),NULL,Yellow Gold,Rolex Datejust,Auction,2019-04-11,http://www.ebay.com/itm/rolex-16233-mens-datejust-watch-18k-yellow-gold-ss-champagne-dial-jubilee-455b-/323774488800
337,2019-04-16,5010.0,5000.0,pre-owned,Quartz (Battery),Gold,White Gold,Rolex Cellini,FixedPrice,2018-12-06,http://www.ebay.com/itm/rolex-ref-6623-cellini-18k-yellow-gold-quartz-mesh-bracelet-wristwatch-36-mm-/254014968872
338,2019-04-16,3820.0,3800.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory,2019-02-21,http://www.ebay.com/itm/rolex-datejust-36mm-ref-16234-/153389575194
339,2019-04-16,3494.0,3494.0,pre-owned,NULL,NULL,NULL,Rolex Datejust,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-turnograph-vintage-1968-thunderbird-1625-datejust-14kt-ss-watch-serviced-/192890512819
340,2019-04-16,3826.0,3800.0,pre-owned,NULL,NULL,NULL,Rolex Oyster Perpetual,Auction,2019-04-11,http://www.ebay.com/itm/rolex-oyster-perpetual-39mm-114300-rhodium-dial-watch-box-papers-/264279099973
341,2019-04-16,7992.0,7992.0,pre-owned,Automatic,"Solid Gold, Rose Gold",Rose Gold,Rolex Lady-Datejust,FixedPrice,2019-04-15,http://www.ebay.com/itm/mint-rolex-datejust-36mm-16018-18k-yellow-gold-mop-diamond-president-watch-/303127083351
342,2019-04-16,4225.0,4195.0,pre-owned,Mechanical (Automatic),NULL,NULL,NULL,FixedPrice,2017-06-23,http://www.ebay.com/itm/ladies-rolex-teal-blue-diamond-dial-2-5-carat-bezel-67193-18k-gold-steel-26mm-/132237348978
343,2019-04-16,9200.0,9200.0,pre-owned,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,2019-03-06,http://www.ebay.com/itm/rolex-18k-yellow-gold-36mm-day-date-president-1803-box-vintage-warranty-papers-/233156670951
344,2019-04-16,7500.0,7500.0,pre-owned,NULL,Stainless Steel,NULL,Rolex Submariner,Auction,2019-04-17,http://www.ebay.com/itm/rolex-submariner-40mm-/392278083947
345,2019-04-16,9500.0,9500.0,pre-owned,Automatic Self Wind,"Platinum, Stainless Steel",Platinum,Rolex Yacht-Master,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-steel-platinum-yacht-master-37mm-dark-rhodium-blue-dial-/254200945654
346,2019-04-16,4100.0,4100.0,pre-owned,Mechanical (Hand-winding),Stainless Steel,GOLD/STAINLESS,OYSTER PREPETUAL DATE,FixedPrice,2019-04-01,http://www.ebay.com/itm/rolex-datejust-oyster-perpetual-chronometer-1601-4-1-automatic-watch-excellent-/283438012358
347,2019-04-16,3500.0,3500.0,pre-owned,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Datejust,FixedPrice,2019-03-28,http://www.ebay.com/itm/rolex-turn-o-graph-thunderbird-two-tone-1625-/382868841591
348,2019-04-16,12000.0,12000.0,pre-owned,NULL,White Gold,White Gold,Rolex Day-Date,FixedPrice,2018-08-14,http://www.ebay.com/itm/rolex-day-date-white-gold-oyster-bracelet-number-118239-/132744308407
349,2019-04-16,5800.0,5800.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,2019-04-16,http://www.ebay.com/itm/rolex-datejust-mens-stainless-steel-18k-white-gold-black-watch-jubilee-1601-/153453278240
350,2019-04-16,4624.0,4495.0,pre-owned,NULL,NULL,Stainless Steel,NULL,StoreInventory,2019-03-18,http://www.ebay.com/itm/rolex-datejust-116200-36mm-black-baton-dial-box-and-papers-serviced-rolex-/163603358175
351,2019-04-16,9000.0,9000.0,pre-owned,Automatic Self Wind,Stainless Steel,NULL,Rolex GMT-Master II,FixedPrice,2019-03-30,http://www.ebay.com/itm/rolex-gmt-master-ii-mkii-fat-lady-coke-stainless-steel-watch-16760-40mm-w5930-/233182738522
352,2019-04-16,4700.0,4700.0,pre-owned,Manually Wound,Stainless Steel,Genuine Teju lizard,NULL,StoreInventory,2019-04-03,http://www.ebay.com/itm/rolex-oyster-extra-prima-chronometer-cushion-watch-circ-1926-20-world-records-/133011586854
353,2019-04-16,8065.0,8000.0,pre-owned,Mechanical (Automatic),Stainless Steel,NULL,Submariner Professional Watch,StoreInventory,2019-04-14,http://www.ebay.com/itm/very-rare-vintage-1987-rolex-16800-submariner-cream-tritium-watch-box-paper-/173872625177
354,2019-04-16,5850.0,5850.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory,2018-11-13,http://www.ebay.com/itm/rolex-explorer-ii-40mm-16570-stainless-steel-black-dial-w-box-papers-tags-/264038646482
355,2019-04-16,9477.0,9477.0,pre-owned,NULL,Stainless Steel,NULL,NULL,Auction,2019-04-09,http://www.ebay.com/itm/rolex-gmt-master-16710-wrist-watch-men-/293041375210
356,2019-04-16,7514.0,7500.0,pre-owned,Automatic,NULL,NULL,NULL,StoreInventory,2019-04-15,http://www.ebay.com/itm/1975-rolex-oyster-perpetual-datejust-1607-18kt-gold-diamonds-red-sunburst-/254201093341
357,2019-04-16,7699.0,7650.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-09,http://www.ebay.com/itm/rolex-submariner-no-date-ceramic-114060-box-and-papers-official-insurance-doc-/333149813752
358,2019-04-16,4350.0,4300.0,pre-owned,NULL,NULL,NULL,Rolex Datejust,StoreInventory,2019-04-03,http://www.ebay.com/itm/gents-1990-rolex-16233-oyster-datejust-18k-ss-36mm-jubilee-8-wrist-fit-watch-/323764947201
359,2019-04-16,3054.0,3054.0,pre-owned,Mechanical (Automatic),"18K White Gold Bezel, Stainless Steel",Stainless/18K Gold,Yachtmaster 169623,Auction,2019-04-09,http://www.ebay.com/itm/2007-rolex-air-king-114234-white-gold-fluted-bezel-35mm-unisex-cal-3130-/273798883409
360,2019-04-16,11063.0,11000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,2018-12-30,http://www.ebay.com/itm/rolex-116520-cosmograph-daytona-ss-white-dial-random-serial-rare-mens-watch-/372551718400
361,2019-04-16,4889.0,4889.0,pre-owned,Automatic Self Wind,Steel And 18k Gold,NULL,Datejust,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-datejust-16263-turn-o-graph-36mm-thunderbird-two-tone-gold-jubilee-watch-/273808318163
362,2019-04-16,4735.0,4700.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,Auction,2019-04-09,http://www.ebay.com/itm/rolex-yachtmaster-platinum-bezel-and-dial-/192885079129
363,2019-04-16,11055.0,11000.0,pre-owned,Mechanical: Automatic,Stainless Steel,Stainless Steel,116710BLNR,Auction,2019-04-06,http://www.ebay.com/itm/rolex-gmt-master-6542-bakelite-bezel-running-great-mint-no-reserve-/173863961102
364,2019-04-16,3800.0,3800.0,pre-owned,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice,2019-03-27,http://www.ebay.com/itm/rolex-16233-datejust-18k-yellow-gold-stainless-steel-w-black-dial-mens-watch-/333133915138
365,2019-04-16,3000.0,3000.0,pre-owned,NULL,Gold,"Crocodile Skin, Genuine Leather",Orchid,FixedPrice,2019-03-26,http://www.ebay.com/itm/rolex-benvenuto-cellini-4350-18k-gold-watch-/254177713359
366,2019-04-16,3595.0,3550.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-06,http://www.ebay.com/itm/stunning-1981-rolex-16013-datejust-36mm-mans-gold-steel-watch-jubilee-nr-/392272178206
367,2019-04-15,7500.0,7500.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-15,http://www.ebay.com/itm/rolex-submariner-116613lb-mint-condition-/323779180597
368,2019-04-15,10738.0,10688.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,2019-04-05,http://www.ebay.com/itm/vintage-rolex-milgauss-ref-1019-serial-1-5-million-first-generation-/153441555529
369,2019-04-15,8600.0,8600.0,pre-owned,NULL,NULL,NULL,Rolex Datejust 41mm,FixedPrice,2019-04-14,http://www.ebay.com/itm/rolex-datejust-ll-41mm-116333-two-tone-steel-gold-oyster-/273805948125
370,2019-04-15,6875.0,6800.0,pre-owned,Mechanical (Automatic),"Stainless Steel, Solid Gold",Stainless Steel,Rolex GMT-Master,StoreInventory,2018-11-26,http://www.ebay.com/itm/vintage-rolex-gmt-master-16753-18k-y-g-s-s-custom-diamonds-box-only-/153278693409
371,2019-04-15,7100.0,7100.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-08,http://www.ebay.com/itm/rolex-114060-no-date-submariner-box-and-papers-full-kit-/273799132960
372,2019-04-15,4900.0,4850.0,pre-owned,Mechanical (Automatic),"Silver, Stainless Steel",Stainless Steel,Rolex Oyster Perpetual,Auction,2019-04-08,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-ref-116234-steel-gold-wristwatch-/303120947097
373,2019-04-15,9650.0,9620.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-08,http://www.ebay.com/itm/vintage-rolex-gilt-gmt-master-wristwatch-ref-1675-rare-nr-/202648999576
374,2019-04-15,8230.0,8200.0,pre-owned,NULL,Stainless Steel,NULL,Rolex GMT-Master,Auction,2019-04-08,http://www.ebay.com/itm/vintage-rolex-gmt-master-wristwatch-ref-1675-1970s-pepsi-bezel-nr-/202649165221
375,2019-04-15,3875.0,3875.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory,2019-02-20,http://www.ebay.com/itm/rolex-mens-oyster-5500-air-king-precision-automatic-c-1969-all-original-lv755-/254133333431
376,2019-04-15,7000.0,7000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-explorer-ii-16570-stainless-steel-white-polar-date-gmt-oyster-watch-/293050359936
377,2019-04-15,4500.0,4500.0,new with tags,Mechanical (Automatic),NULL,Stainless Steel,Rolex Oyster Perpetual,Auction,2019-04-11,http://www.ebay.com/itm/rolex-oyster-perpetual-116000-0009-/163645435927
378,2019-04-15,5049.0,5049.0,pre-owned,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Date,Auction,2019-04-14,http://www.ebay.com/itm/rolex-submariner-date-16610-black-dial-stainless-steel-nato-band-no-box-paper-/333157434146
379,2019-04-15,6819.0,6769.0,pre-owned,NULL,NULL,NULL,Rolex Submariner,Auction,2019-04-08,http://www.ebay.com/itm/1970s-vintage-original-tudor-rolex-submariner-snowflake-ref-94010-/133017061633
380,2019-04-15,3695.0,3695.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-08,http://www.ebay.com/itm/rolex-oyster-perpetual-116000-stainless-steel-blue-dial-excellent-/333149523012
381,2019-04-15,4250.0,4250.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,2019-04-15,http://www.ebay.com/itm/2005-rolex-explorer-1-ref-114270-stainless-steel-/264284812726
382,2019-04-15,3800.0,3765.0,pre-owned,Mechanical (Automatic),Stainless Steel,NULL,Rolex Sea-Dweller,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-sea-dweller-16600-box-no-papers-/273807367411
383,2019-04-15,3195.0,3195.0,pre-owned,NULL,NULL,NULL,NULL,Auction,2019-04-08,http://www.ebay.com/itm/mens-rolex-oyster-perpetual-datejust-stainless-steel-gold-diamond-watch-/192884775777
384,2019-04-15,6195.0,6195.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-submariner-date-black-dial-bezel-oyster-stainless-steel-t-serial-16610-/143215854839
385,2019-04-15,3532.0,3500.0,pre-owned,Mechanical (Automatic),18K Gold,18K Gold,Rolex Day-Date,Auction,2019-04-09,http://www.ebay.com/itm/rolex-1803-president-day-date-yg-claw-dial-swiss-only-1961-/293042107674
386,2019-04-15,8750.0,8750.0,new with tags,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,StoreInventory,2019-03-31,http://www.ebay.com/itm/rolex-yachtmaster-168622-midsize-steel-platinum-dial-oyster-bracelet-/173857925899
387,2019-04-15,7900.0,7900.0,pre-owned,Automatic,"18K Yellow Gold, Stainless Steel","Stainless, 18K Yellow Gold",Rolex Datejust,FixedPrice,2019-04-15,http://www.ebay.com/itm/rolex-datejust-36mm-stainleess-steel-18k-yellow-gold-black-roman-dial-116233-/113719354226
388,2019-04-15,10045.0,10045.0,new with tags,Swiss Automatic,Stainless Steel,Two Tone Stainless Steel,Datejust,FixedPrice,2018-11-02,http://www.ebay.com/itm/rolex-new-yacht-master-268622-37mm-steel-platinum-2018-box-paper-2yrwty-rl424-/183516218783
389,2019-04-15,4000.0,4000.0,pre-owned,Mechanical (Automatic),"Solid Gold, Stainless Steel",Genuine Leather,Rolex Datejust,Auction,2019-04-08,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-diamonds-watch-/401745678738
390,2019-04-15,5950.0,5950.0,pre-owned,NULL,NULL,NULL,NULL,FixedPrice,2019-04-03,http://www.ebay.com/itm/rolex-submariner-steel-black-dial-40-mm-automatic-mens-watch-14060-circa-2006-/401742570455
391,2019-04-15,7012.0,7000.0,pre-owned,NULL,Stainless Steel,Yellow Gold,Rolex Yacht-Master,FixedPrice,2019-04-02,http://www.ebay.com/itm/2016-rolex-yachtmaster-42mm-two-tone-yellow-gold-stainless-steels-white-dail-men-/202642902626
392,2019-04-15,7150.0,7150.0,pre-owned,Mechanical (Hand-winding),NULL,Genuine Leather,CELLINI DANAOS XL,StoreInventory,2019-03-19,http://www.ebay.com/itm/rolex-cellini-danaos-18k-white-gold-silver-dial-watch-4243-box-/254170080668
393,2019-04-15,6000.0,6000.0,pre-owned,Mechanical (Automatic),14K Gold,14k Yellow Gold,Rolex Date,StoreInventory,2018-12-16,http://www.ebay.com/itm/rolex-date-jubilee-14k-solid-yellow-gold-15037-quick-set-mens-watch-champagne-/292873922137
394,2019-04-15,9000.0,9000.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,StoreInventory,2019-03-27,http://www.ebay.com/itm/rolex-gmt-master-red-blue-pepsi-16700-box-papers-/264257651415
395,2019-04-15,6900.0,6900.0,new without tags,Mechanical (Automatic),Stainless Steel,NULL,Rolex Datejust II,StoreInventory,2019-04-04,http://www.ebay.com/itm/rolex-datejust-ii-116300-stainless-steel-blue-dial-white-index-/223471650455
396,2019-04-15,4065.0,4000.0,pre-owned,NULL,NULL,NULL,Rolex Submariner,FixedPrice,2019-03-18,http://www.ebay.com/itm/rolex-submariner-14060m-2004-box-and-papers-reserved-/202628621653
397,2019-04-15,5022.0,4975.0,pre-owned,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer,FixedPrice,2019-04-14,http://www.ebay.com/itm/1999-rolex-explorer-ii-16570-40mm-polar-dial-/143215222055
398,2019-04-15,9503.0,9500.0,pre-owned,Mechanical (Automatic),Gold,Yellow Gold,Rolex Oyster Perpetual,StoreInventory,2019-02-25,http://www.ebay.com/itm/man-rolex-18k-white-gold-oyster-perpetual-day-date-comes-box-papers-/202608116972
399,2019-04-15,4232.0,4200.0,pre-owned,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory,2018-10-26,http://www.ebay.com/itm/rolex-datejust-gold-steel-diamond-set-gents-size-mint-condition-ref-16233-/153233467051
