total,price,condition,MPN,movement,case material,band material,model,listingType,url
6794,6794,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/2003-unpolished-rolex-submariner-date-stainless-lume-40mm-black-sel-16610-watch-/153418289921
3383,3383,pre-owned,6305,Mechanical (Automatic),Gold,Leather,Rolex Oyster Perpetual,Auction,http://www.ebay.com/itm/rolex-mens-steel-18k-diamond-oyster-perpetual-16233-datejust-36mm-watch-7-/233194290276
3925,3850,pre-owned,6605,Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-datejust-36mm-used-z47079-/312515571382
9943,9943,pre-owned,Rolex GMT Master II 16710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT Master II,FixedPrice,http://www.ebay.com/itm/mint-2005-no-holes-rolex-gmt-master-ii-stainless-black-red-16710-40mm-watch-/264044163174
3374,3374,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/mint-rolex-datejust-16014-36mm-18k-gold-stainless-steel-silver-tuxedo-jubilee-/264277937354
6250,6250,pre-owned,16800,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-16800-stainless-steel-black-dial-1984-40mm-watch-/332849197438
5199,5199,seller refurbished,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-oyster-date-6694-mickey-mouse-wrist-watch-men-used-very-rare-authentic-f-s-/143027911733
5500,5500,pre-owned,18239,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-genuine-18k-yellow-gold-president-bracelet-18238-fits-all-36mm-day-date-/264276595638
8500,8500,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/mens-18k-rolex-presidential-1803-/153421597299
7000,7000,pre-owned,16803,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-16803-blue-serti-diamond-sapphire-two-tone-gold-watch-16613-/382906944550
5499,5499,pre-owned,15003,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Date,StoreInventory,http://www.ebay.com/itm/rolex-explorer-ii-16520-ss-automatic-mens-watch-w-date-u-serial-/233166191368
7900,7900,pre-owned,"$10,900 ",Mechanical (Automatic),"18K Yellow Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-36mm-stainleess-steel-18k-yellow-gold-black-roman-dial-116233-/113721420110
5500,5500,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-day-date-president-18038-mens-wrist-watch-18k-single-quickset-box-booklet-/223482699632
5300,5300,pre-owned,2018,Automatic,Gold,904L stainless Steel,Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-smooth-bezel-black-dial-and-stainless-steel-band-/273801617728
7500,7500,pre-owned,"$13,000 ",Automatic,Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex GMT-Master,StoreInventory,http://www.ebay.com/itm/vintage-rolex-gmt-master-16753-18k-yg-steel-black-bezel-black-nipple-dial-w-box-/273081104001
8895,8895,new with tags,126334,Mechanical (Automatic),"Stainless Steel, Gold",Stainless Steel,Rolex Datejust 41,StoreInventory,http://www.ebay.com/itm/rolex-datejust-41mm-126334-silver-index-dial-2018-model-unused-papers-/183431880993
4310,4300,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/lovely-18k-yellow-gold-ladies-rolex-6917-diamonds-fits-7-wrist-x77-/153449278293
8550,8500,pre-owned,16713,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel, Yellow Gold",Rolex GMT-Master II,StoreInventory,http://www.ebay.com/itm/rolex-gmt-master-ii-16713-18k-yellow-gold-stainless-steel-black-dial-box-paper-/153360993970
5350,5350,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory,http://www.ebay.com/itm/2000s-mens-rolex-stainless-steel-explorer-ii-watch-40mm-sel-oyster-black-16570-/113702664695
6000,6000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/1991-40mm-rolex-submariner-16610-stainless-steel-automatic-mens-watch-/153454675845
7495,7495,new with tags,"$7,850 ",Automatic,Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/brand-new-rolex-datejust-116234-stainless-18k-gold-blue-dial-box-papers-2018-/273793324646
7000,7000,pre-owned,6.83E+11,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice,http://www.ebay.com/itm/rolex-explorer-ii-216570-box-papers-full-bracelet-flawless-1yr-warranty-/233199987262
3000,3000,pre-owned,69173,Mechanical (Automatic),"18K Yellow Gold, 18K Gold, Yellow Gold, Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,Auction,http://www.ebay.com/itm/womens-2007-rolex-datejust-26mm-ss-mother-pearl-roman-numeral-dial-/283454513157
3895,3870,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/rolex-datejust-wristwatch-ladies-18k-gold-diamond-ruby-bezel-2008-must-see-/264276730177
11016,10988,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-5513-watch-stainless-steel-1967-meters-first-papers-must-see-/254194955563
4999,4999,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-mens-datejust-two-tone-36mm-mother-pearl-diamond-dial-fluted-bezel-/123737931921
4950,4950,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/mens-rolex-diamond-datejust-1-9-ct-diamond-bezel-and-roman-bleu-dial-exquisite-/143215833621
6250,6250,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-auto-40mm-steel-mens-oyster-bracelet-watch-date-16610-/273759350761
9400,9400,pre-owned,69178,Mechanical (Automatic),18K Solid Gold,18K Solid Gold,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-womens-18k-gold-president-datejust-factory-diamond-dial-and-bracelet-/113719464499
7999,7999,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/papers-mint-rolex-submariner-16613-two-tone-steel-18k-gold-blue-dial-dive-watch-/283441305355
5300,5300,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-69178-ladies-presidential-diamond-green-dial-18k-gold-watch-6-1-2-/352638727895
4555,4555,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-39-114300-black-smooth-steel-39mm-/192885684410
5192,5192,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/mint-papers-rolex-explorer-black-36mm-114270-y-serial-steel-black-arabic-watch-/303115250952
4899,4899,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-mens-datejust-watch-s-steel-18k-white-gold-green-diamond-emerald-dial-/253512648954
3519,3499,pre-owned,6548,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/rare-vintage-rolex-1018-oyster-perpetual-cal-1570-stainless-steel-mens-watch-/273773803470
3820,3800,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-36mm-ref-16234-/153389575194
7992,7992,pre-owned,6517,Automatic,"Solid Gold, Rose Gold",Rose Gold,Rolex Lady-Datejust,FixedPrice,http://www.ebay.com/itm/mint-rolex-datejust-36mm-16018-18k-yellow-gold-mop-diamond-president-watch-/303127083351
9200,9200,pre-owned,1803,Mechanical (Automatic),18K Yellow Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/rolex-18k-yellow-gold-36mm-day-date-president-1803-box-vintage-warranty-papers-/233156670951
9500,9500,pre-owned,16622,Automatic Self Wind,"Platinum, Stainless Steel",Platinum,Rolex Yacht-Master,FixedPrice,http://www.ebay.com/itm/rolex-steel-platinum-yacht-master-37mm-dark-rhodium-blue-dial-/254200945654
3500,3500,pre-owned,1625,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Datejust,FixedPrice,http://www.ebay.com/itm/rolex-turn-o-graph-thunderbird-two-tone-1625-/382868841591
7000,7000,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II,FixedPrice,http://www.ebay.com/itm/rolex-datejust-ii-auto-41mm-steel-white-gold-mens-oyster-bracelet-watch-116334-/273597809761
5800,5800,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-mens-stainless-steel-18k-white-gold-black-watch-jubilee-1601-/153453278240
11063,11000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-116520-cosmograph-daytona-ss-white-dial-random-serial-rare-mens-watch-/372551718400
10738,10688,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/vintage-rolex-milgauss-ref-1019-serial-1-5-million-first-generation-/153441555529
5049,5049,pre-owned,1500,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Date,Auction,http://www.ebay.com/itm/rolex-submariner-date-16610-black-dial-stainless-steel-nato-band-no-box-paper-/333157434146
4250,4250,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/2005-rolex-explorer-1-ref-114270-stainless-steel-/264284812726
6195,6195,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-black-dial-bezel-oyster-stainless-steel-t-serial-16610-/143215854839
8750,8750,new with tags,168622,Automatic,Stainless Steel,Stainless Steel,Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/rolex-yachtmaster-168622-midsize-steel-platinum-dial-oyster-bracelet-/173857925899
7900,7900,pre-owned,116233,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-36mm-stainleess-steel-18k-yellow-gold-black-roman-dial-116233-/113719354226
4000,4000,pre-owned,69174,Mechanical (Automatic),"Solid Gold, Stainless Steel","none, Gold",Datejust,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-diamonds-watch-/401745678738
9000,9000,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,StoreInventory,http://www.ebay.com/itm/rolex-gmt-master-red-blue-pepsi-16700-box-papers-/264257651415
6900,6900,new without tags,116300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust II,StoreInventory,http://www.ebay.com/itm/rolex-datejust-ii-116300-stainless-steel-blue-dial-white-index-/223471650455
5022,4975,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer,FixedPrice,http://www.ebay.com/itm/1999-rolex-explorer-ii-16570-40mm-polar-dial-/143215222055
9503,9500,pre-owned,1803,Mechanical (Automatic),Gold,Yellow Gold,Rolex Oyster Perpetual,StoreInventory,http://www.ebay.com/itm/man-rolex-18k-white-gold-oyster-perpetual-day-date-comes-box-papers-/202608116972
11493,11493,pre-owned,1675,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex GMT-Master,FixedPrice,http://www.ebay.com/itm/1979-rolex-gmt-master-1675-root-beer-tropical-tigers-eye-nipple-two-tone-watch-/292957783787
8450,8450,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-auto-40mm-steel-mens-oyster-bracelet-watch-date-116610ln-/273804338514
4099,4099,pre-owned,114270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/2005-rolex-explorer-1-ref-114270-stainless-steel-/264283655879
10595,10595,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/brand-new-rolex-submariner-116610-black-ceramic-stainless-steel-box-papers-/273807239925
6890,6855,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-gmt-master-two-tone-black-nipple-dial-vintage-watch-1675-original-nr-5109-/333145854481
4408,4392,pre-owned,16628,Mechanical (Automatic),Gold,Yellow Gold,Yacht-Master,Auction,http://www.ebay.com/itm/s-s-18k-gold-rolex-yacht-master-68622-mid-size-date-chronometer-blue-dial-5104-/333145888409
10595,10595,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/brand-new-rolex-submariner-116610-black-ceramic-stainless-steel-box-papers-/283442312768
7800,7800,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction,http://www.ebay.com/itm/mens-rolex-18k-gold-ss-submariner-16613-quickset-watch-full-links-box-papers-/333144463292
3050,3000,pre-owned,15210,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Date,FixedPrice,http://www.ebay.com/itm/rolex-oyster-date-15210-stainless-steel-watch-white-arabic-dial-box-and-papers-/264274781489
3750,3750,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,Date Just 1601,Auction,http://www.ebay.com/itm/rolex-31mm-2tone-midsize-datejust-mother-pearl-diamond-dial-oyster-band-/283441279738
9950,9950,pre-owned,16613,Mechanical (Automatic),Stainless Steel -18k Bezel,Stainless Steel - 18k Yellow Gold,Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-steel-gold-slate-diamond-sapphire-serti-mens-watch-16613-/333123811042
7500,7500,pre-owned,6305,Mechanical (Automatic),Gold,Leather,Rolex Oyster Perpetual,Auction,http://www.ebay.com/itm/men-s-gold-rolex-watch-oyster-perpetual-/202653764339
11000,11000,new without tags,16013,Mechanical (Automatic),"Solid Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory,http://www.ebay.com/itm/womens-rolex-datejust-two-tone-w-diamond-silver-dial-diamond-bezel-178343-/283445188758
12000,12000,pre-owned,7.01E+11,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,FixedPrice,http://www.ebay.com/itm/rolex-126660-sea-dweller-deep-sea-new-2018-model-box-and-papers-/163631482264
5678,5678,pre-owned,126334,Automatic,Stainless Steel,Stainless Steel,Rolex datejust 41mm,Auction,http://www.ebay.com/itm/rolex-datejust-41mm-jubilee-/143213888092
4635,4600,pre-owned,68274,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-black-mother-pearl-roman-datejust-white-gold-ss-31mm-w-box-and-papers-/254196033198
6129,6129,pre-owned,126300-BLUSO,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust 41,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-date-just-126300-/173865736859
6000,6000,pre-owned,116234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-auto-36mm-steel-gold-mens-jubilee-bracelet-watch-116234-/283434038518
3500,3500,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/mens-womens-rolex-lacalifornienne-datejust-blue-limited-edition-/303119723850
11805,11750,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/august-2018-rolex-sea-dweller-deepsea-stainless-steel-black-dial-126660-/143034200121
3500,3500,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-2-tone-gold-ss-gold-face-diamond-bezel-ladies-watch-/223475858027
8150,8150,pre-owned,18038,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,FixedPrice,http://www.ebay.com/itm/rolex-president-day-date-yellow-gold-burl-wood-dial-mens-watch-18038-/273800095370
6100,6100,new with tags,178240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-178240-midsize-stainless-steel-oyster-pink-roman-dial-31mm-/152930443612
6560,6500,pre-owned,JY8035-04E,Quartz (Solar Powered),Stainless Steel,Polyurethane,JY8035-04E,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-16710-wrist-watch-men-/264281198042
3000,3000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-date-2-tone-blue-dial-/183772472302
5888,5888,pre-owned,69178,Mechanical (Automatic),18K Solid Gold,Solid Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-ladies-datejust-date-president-18k-gold-diamond-dial-bezel-watch-/264239648912
3544,3499,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/new-rolex-oyster-perpetual-39-red-grape-dial-mens-luxury-watch-114300-/254198199171
6000,6000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rare-rolex-datejust-18k-gold-president-band-diamond-w-emerald-dial-26mm-/293015614913
3305,3250,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & Gold Filled Yellow Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/mens-rolex-date-15200-stainless-steel-onyx-black-stick-dial-mint-circa-2000-/264246369730
4301,4301,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-gents-stainless-steel-datejust-watch-116200-white-roman-dial-random-serial-/113709512284
6900,6900,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/vintage-rolex-18k-president-mans-watch-1803-black-diamond-dial-diamond-bezel-/392274573313
3150,3150,pre-owned,16013,Mechanical (Automatic),Stainless Steel,18K Gold / Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-two-tone-18k-steel-36mm-green-dial-diamond-watch-2-5-ct-/133014294595
